iter	Logloss
481	0.004606382426
482	0.004606342884
483	0.004606325308
484	0.004606299788
485	0.004605972925
486	0.004599500553
487	0.004545277014
488	0.004478961411
489	0.004474143302
490	0.004452525722
491	0.004432284739
492	0.004410427282
493	0.004399261694
494	0.004398053974
495	0.004398023599
496	0.004393240117
497	0.004393240117
498	0.004393238421
499	0.004393238421
500	0.004393234553
501	0.004358014536
502	0.00435800695
503	0.004358000766
504	0.004357994441
505	0.004357988148
506	0.004357988108
507	0.004357986697
508	0.004357979836
509	0.004357978307
510	0.004357973416
511	0.004357963848
512	0.004357961118
513	0.004357952476
514	0.004357939197
515	0.00435789854
516	0.004357496048
517	0.004357479285
518	0.004357475131
519	0.00435746652
520	0.004357461809
521	0.00434342406
522	0.004343406948
523	0.004322259325
524	0.004322192223
525	0.004322172183
526	0.004322160466
527	0.004322157867
528	0.004322127025
529	0.004322121323
530	0.004322112712
531	0.004322113246
532	0.004322116038
533	0.004322101995
534	0.004291944576
535	0.004239569268
536	0.004239531515
537	0.004239515322
538	0.004186694824
539	0.004186693417
540	0.004186687762
541	0.004186683171
542	0.004186678502
543	0.004186662638
544	0.004186644272
545	0.004186615559
546	0.004186607552
547	0.004186606672
548	0.004186603149
549	0.004186576097
550	0.004186569663
551	0.004186557689
552	0.004186539081
553	0.004186532944
554	0.004186536951
555	0.004186533694
556	0.004186524713
557	0.004186517698
558	0.00418651536
559	0.004186513547
560	0.004186514862
561	0.004186513301
562	0.004186511483
563	0.004186491887
564	0.004186495355
565	0.004186472425
566	0.004186472599
567	0.004186469061
568	0.004186463912
569	0.004186459605
570	0.004186453055
571	0.004186454328
572	0.004186449559
573	0.004186450074
574	0.004186432148
575	0.004186429201
576	0.004186423635
577	0.004173640506
578	0.004173646669
579	0.004173641194
580	0.004173628145
581	0.004173555808
582	0.004173545548
583	0.004173544916
584	0.004173539253
585	0.004173532584
586	0.004173529739
587	0.004173532961
588	0.004173501363
589	0.004173495963
590	0.004173483057
591	0.004173476176
592	0.004173462661
593	0.004170694362
594	0.004170597314
595	0.004170598785
596	0.004170581799
597	0.004170551849
598	0.004170548999
599	0.004170141886
600	0.004170137867
601	0.004170125502
602	0.004170117537
603	0.004170096665
604	0.004170086329
605	0.004170076651
606	0.004170075857
607	0.004170063113
608	0.004170041242
609	0.004170015439
610	0.004170000716
611	0.004170000637
612	0.00416999221
613	0.004169984373
614	0.004169979712
615	0.004169985082
616	0.0041699752
617	0.004169962109
618	0.004169962408
619	0.004169954051
620	0.00416994053
621	0.004169933847
622	0.004164017342
623	0.00416311375
624	0.004146302598
625	0.004146300223
626	0.004146302047
627	0.004102746931
628	0.004099971041
629	0.004099971041
630	0.004099962834
631	0.004099962834
632	0.004099184435
633	0.004094733316
634	0.004092778548
635	0.004073353719
636	0.004063365609
637	0.004063351574
638	0.004063344809
639	0.004063334653
640	0.00406328026
641	0.00406327678
642	0.004043348604
643	0.00399791588
644	0.003997911501
645	0.003997894334
646	0.003997889666
647	0.003997891357
648	0.003997870381
649	0.003997870381
650	0.003997870381
651	0.003997871592
652	0.003997873646
653	0.003997867107
654	0.003997873085
655	0.003997865897
656	0.003997862388
657	0.003997855157
658	0.003997847179
659	0.003997844787
660	0.003997844406
661	0.003997839133
662	0.003997811833
663	0.003997814574
664	0.003997794716
665	0.003997794716
666	0.003997785446
667	0.003997785446
668	0.003997764119
669	0.003997749719
670	0.003997743953
671	0.0039977492
672	0.003997737011
673	0.003997724778
674	0.003997729297
675	0.003997712645
676	0.003997712645
677	0.003997705216
678	0.003997705216
679	0.00399770188
680	0.003997696153
681	0.003997693832
682	0.003997694268
683	0.003997659999
684	0.003997660077
685	0.003997651158
686	0.003997647269
687	0.003997637449
688	0.003997632539
689	0.003997625086
690	0.003997608861
691	0.00399760656
692	0.003997587338
693	0.003997587405
694	0.003997571178
695	0.00399756046
696	0.003997557351
697	0.003997555608
698	0.00399755383
699	0.003997543089
700	0.003997542089
701	0.003997524018
702	0.003997520608
703	0.003997510659
704	0.003997506406
705	0.003997497268
706	0.003997488806
707	0.003997476089
708	0.003994701492
709	0.003994699216
710	0.003994694122
711	0.003994685648
712	0.003978493209
713	0.003978480527
714	0.003978476185
715	0.003978468625
716	0.003978466241
717	0.00397269986
718	0.00397269986
719	0.00397269986
720	0.00397269986
721	0.00397269986
722	0.00397269986
723	0.00397269986
724	0.00397269986
725	0.00397269986
726	0.00397269986
727	0.00397269986
728	0.00397269986
729	0.00397269986
730	0.00397269986
731	0.00397269986
732	0.00397269986
733	0.00397269986
734	0.00397269986
735	0.00397269986
736	0.00397269986
737	0.00397269986
738	0.003972694459
739	0.003972694459
740	0.003972694459
741	0.003972694459
742	0.003972694459
743	0.003972694459
744	0.003972694459
745	0.003972694459
746	0.003972694459
747	0.003972694459
748	0.003972694459
749	0.003972694459
750	0.003972694459
751	0.003972694459
752	0.003972694459
753	0.003972694459
754	0.003972694459
755	0.003972694459
756	0.003972694459
757	0.003972694459
758	0.003972694459
759	0.003972694459
760	0.003972694459
761	0.003972694459
762	0.003972694459
763	0.003972694459
764	0.003972694459
765	0.003972694459
766	0.003972694459
767	0.003972694459
768	0.003972694459
769	0.003972694459
770	0.003972694459
771	0.003972694459
772	0.003972694459
773	0.003972694459
774	0.003972694459
775	0.003972694459
776	0.003972694459
777	0.003972694459
778	0.003972694459
779	0.003972694459
780	0.003972694459
781	0.003972694459
782	0.003972694459
783	0.003972694459
784	0.003972694459
785	0.003972694459
786	0.003972694459
787	0.003972694459
788	0.003972694459
789	0.003972694459
790	0.003972694459
791	0.003972694459
792	0.003972694459
793	0.003972694459
794	0.003972694459
795	0.003972694459
796	0.003972694459
797	0.003972694459
798	0.003972694459
799	0.003972694459
800	0.003972694459
801	0.003972694459
802	0.003972694459
803	0.003972694459
804	0.003972694459
805	0.003972694459
806	0.003972694459
807	0.003972694459
808	0.003972694459
809	0.003972694459
810	0.003972694459
811	0.003972694459
812	0.003972694459
813	0.003972694459
814	0.003972694459
815	0.003972694459
816	0.003972694459
817	0.003972694459
818	0.003972694459
819	0.003972694459
820	0.003972694459
821	0.003972694459
822	0.003972694459
823	0.003972694459
824	0.003972694459
825	0.003972694459
826	0.003972694459
827	0.003972694459
828	0.003972694459
829	0.003972694459
830	0.003972694459
831	0.003972694459
832	0.003972694459
833	0.003972694459
834	0.003972694459
835	0.003972694459
836	0.003972694459
837	0.003972694459
838	0.003972694459
839	0.003972694459
840	0.003972694459
841	0.003972694459
842	0.003972694459
843	0.003972694459
844	0.003972694459
845	0.003972694459
846	0.003972694459
847	0.003972694459
848	0.003972694459
849	0.003972694459
850	0.003972694459
851	0.003972694459
852	0.003972694459
853	0.003972694459
854	0.003972694459
855	0.003972694459
856	0.003972694459
857	0.003972694459
858	0.003972694459
859	0.003972694459
860	0.003972694459
861	0.003972694459
862	0.003972694459
863	0.003972694459
864	0.003972694459
865	0.003972694459
866	0.003972694459
867	0.003972694459
868	0.003972694459
869	0.003972694459
870	0.003972694459
871	0.003972694459
872	0.003972694459
873	0.003972694459
874	0.003972694459
875	0.003972694459
876	0.003972694459
877	0.003972694459
878	0.003972694459
879	0.003972694459
880	0.003972694459
881	0.003972694459
882	0.003972694459
883	0.003972694459
884	0.003972694459
885	0.003972694459
886	0.003972694459
887	0.003972694459
888	0.003962961684
889	0.003962953012
890	0.003962943359
891	0.003962928413
892	0.003962908772
893	0.003962908772
894	0.003962908772
895	0.003962908772
896	0.003962908772
897	0.003962908772
898	0.003962908772
899	0.003962908772
900	0.003962899406
901	0.003962896833
902	0.003962896386
903	0.003962887502
904	0.003962893982
905	0.00396288814
906	0.00396288262
907	0.003962878907
908	0.003962876122
909	0.003962873802
910	0.003912295257
911	0.003912278342
912	0.003912263912
913	0.003899376016
914	0.003899369734
915	0.003899355674
916	0.003899334057
917	0.003899318857
918	0.003899310229
919	0.003899310229
920	0.003899300894
921	0.003896911089
922	0.003896912725
923	0.003896900863
924	0.003896899761
925	0.003896859185
926	0.00389685903
927	0.003896853975
928	0.003896850553
929	0.003896851737
930	0.00389684722
931	0.003896849356
932	0.003896849356
933	0.003896849356
934	0.003896849356
935	0.003896844344
936	0.003896836499
937	0.003896807123
938	0.003896797576
939	0.003896791023
940	0.003896781453
941	0.003896769736
942	0.003896757743
943	0.003896756116
944	0.003896741648
945	0.003896722736
946	0.003896718049
947	0.003896711378
948	0.003896711378
949	0.003896711378
950	0.003896711378
951	0.003896711378
952	0.003896711378
953	0.003896711378
954	0.003896711378
955	0.003896711378
956	0.003896711378
957	0.003896711378
958	0.003896700827
959	0.003896691284
960	0.003896658139
961	0.003896650737
962	0.003896618521
963	0.003896538851
964	0.003896538851
965	0.003896530479
966	0.003896530479
967	0.003896526528
968	0.003896501819
969	0.003896500318
970	0.003896481259
971	0.003896469737
972	0.003896458834
973	0.003896452864
974	0.003896433994
975	0.00389643123
976	0.00389643123
977	0.003896428894
978	0.003896420811
979	0.003896423296
980	0.003896417494
981	0.003896413676
982	0.003896414026
983	0.00389639009
984	0.003896395298
985	0.003896389213
986	0.003896389509
987	0.003896381337
988	0.003896370215
989	0.003896354857
990	0.003896354857
991	0.003896350589
992	0.003896352332
993	0.00389634855
994	0.00389634855
995	0.00389634207
996	0.003896333247
997	0.003896333584
998	0.003896322797
999	0.003896311079
